5.276470000000000000e+05,5.398470000000000000e+05,5.496150000000000000e+05,5.708550000000000000e+05,5.521190000000000000e+05,5.277840000000000000e+05,5.384870000000000000e+05
5.279830000000000000e+05,5.375430000000000000e+05,5.510550000000000000e+05,5.727830000000000000e+05,5.543750000000000000e+05,5.299430000000000000e+05,5.402390000000000000e+05
5.301670000000000000e+05,5.418390000000000000e+05,5.530950000000000000e+05,5.718150000000000000e+05,5.542150000000000000e+05,5.301110000000000000e+05,5.417030000000000000e+05
5.298950000000000000e+05,5.417510000000000000e+05,5.527350000000000000e+05,5.740070000000000000e+05,5.561430000000000000e+05,5.320230000000000000e+05,5.421350000000000000e+05
5.302550000000000000e+05,5.397750000000000000e+05,5.515270000000000000e+05,5.720870000000000000e+05,5.547990000000000000e+05,5.299910000000000000e+05,5.408150000000000000e+05
5.294950000000000000e+05,5.394870000000000000e+05,5.529910000000000000e+05,5.729590000000000000e+05,5.547190000000000000e+05,5.309910000000000000e+05,5.410870000000000000e+05
5.295830000000000000e+05,5.399030000000000000e+05,5.520550000000000000e+05,5.722870000000000000e+05,5.527670000000000000e+05,5.285110000000000000e+05,5.413270000000000000e+05
5.282160000000000000e+05,5.400550000000000000e+05,5.523030000000000000e+05,5.723270000000000000e+05,5.555110000000000000e+05,5.299110000000000000e+05,5.403590000000000000e+05
5.273350000000000000e+05,5.389670000000000000e+05,5.508070000000000000e+05,5.714790000000000000e+05,5.544550000000000000e+05,5.294790000000000000e+05,5.399030000000000000e+05
5.275840000000000000e+05,5.390550000000000000e+05,5.517110000000000000e+05,5.732790000000000000e+05,5.549670000000000000e+05,5.287110000000000000e+05,5.407430000000000000e+05
5.277380000000000000e+05,5.388230000000000000e+05,5.521510000000000000e+05,5.728230000000000000e+05,5.552630000000000000e+05,5.299430000000000000e+05,5.398470000000000000e+05
5.277760000000000000e+05,5.382070000000000000e+05,5.510790000000000000e+05,5.718470000000000000e+05,5.549350000000000000e+05,5.296390000000000000e+05,5.402070000000000000e+05
5.282710000000000000e+05,5.388150000000000000e+05,5.515910000000000000e+05,5.728070000000000000e+05,5.559590000000000000e+05,5.301030000000000000e+05,5.403110000000000000e+05
5.298150000000000000e+05,5.415510000000000000e+05,5.529430000000000000e+05,5.709430000000000000e+05,5.526310000000000000e+05,5.295030000000000000e+05,5.403520000000000000e+05
5.291990000000000000e+05,5.402710000000000000e+05,5.529190000000000000e+05,5.721350000000000000e+05,5.545990000000000000e+05,5.307510000000000000e+05,5.416310000000000000e+05
5.282000000000000000e+05,5.403350000000000000e+05,5.533990000000000000e+05,5.730470000000000000e+05,5.549510000000000000e+05,5.296070000000000000e+05,5.416870000000000000e+05
5.294870000000000000e+05,5.409270000000000000e+05,5.525670000000000000e+05,5.720390000000000000e+05,5.549990000000000000e+05,5.300950000000000000e+05,5.407430000000000000e+05
5.262560000000000000e+05,5.381750000000000000e+05,5.515990000000000000e+05,5.719350000000000000e+05,5.530710000000000000e+05,5.281270000000000000e+05,5.402950000000000000e+05
5.294870000000000000e+05,5.401190000000000000e+05,5.533910000000000000e+05,5.732070000000000000e+05,5.551430000000000000e+05,5.303910000000000000e+05,5.418790000000000000e+05
