5.281030000000000000e+05,5.391030000000000000e+05,5.493110000000000000e+05,5.686950000000000000e+05,5.513190000000000000e+05,5.280720000000000000e+05,5.378400000000000000e+05
5.292330000000000000e+05,5.390160000000000000e+05,5.523830000000000000e+05,5.727430000000000000e+05,5.541430000000000000e+05,5.298790000000000000e+05,5.421910000000000000e+05
5.266630000000000000e+05,5.383670000000000000e+05,5.512470000000000000e+05,5.719350000000000000e+05,5.528070000000000000e+05,5.281910000000000000e+05,5.393270000000000000e+05
5.302870000000000000e+05,5.417270000000000000e+05,5.526310000000000000e+05,5.719910000000000000e+05,5.543910000000000000e+05,5.306870000000000000e+05,5.413590000000000000e+05
5.288310000000000000e+05,5.385430000000000000e+05,5.511750000000000000e+05,5.725270000000000000e+05,5.535110000000000000e+05,5.293520000000000000e+05,5.414390000000000000e+05
5.291030000000000000e+05,5.407280000000000000e+05,5.524950000000000000e+05,5.730070000000000000e+05,5.546870000000000000e+05,5.299750000000000000e+05,5.415510000000000000e+05
5.269510000000000000e+05,5.396710000000000000e+05,5.522790000000000000e+05,5.729110000000000000e+05,5.544950000000000000e+05,5.299910000000000000e+05,5.402390000000000000e+05
5.261120000000000000e+05,5.377990000000000000e+05,5.510310000000000000e+05,5.702710000000000000e+05,5.516630000000000000e+05,5.281670000000000000e+05,5.380710000000000000e+05
5.265610000000000000e+05,5.374230000000000000e+05,5.504710000000000000e+05,5.711030000000000000e+05,5.534790000000000000e+05,5.286470000000000000e+05,5.403190000000000000e+05
5.283990000000000000e+05,5.386550000000000000e+05,5.507190000000000000e+05,5.711510000000000000e+05,5.527910000000000000e+05,5.296390000000000000e+05,5.393270000000000000e+05
5.277780000000000000e+05,5.390630000000000000e+05,5.524070000000000000e+05,5.718710000000000000e+05,5.533270000000000000e+05,5.288310000000000000e+05,5.399670000000000000e+05
5.277990000000000000e+05,5.405350000000000000e+05,5.519270000000000000e+05,5.718150000000000000e+05,5.557350000000000000e+05,5.306640000000000000e+05,5.406870000000000000e+05
5.283270000000000000e+05,5.385190000000000000e+05,5.514310000000000000e+05,5.716950000000000000e+05,5.522150000000000000e+05,5.281750000000000000e+05,5.391350000000000000e+05
5.271270000000000000e+05,5.381840000000000000e+05,5.515430000000000000e+05,5.727030000000000000e+05,5.534950000000000000e+05,5.278710000000000000e+05,5.395670000000000000e+05
5.279350000000000000e+05,5.395990000000000000e+05,5.515030000000000000e+05,5.707350000000000000e+05,5.534630000000000000e+05,5.286070000000000000e+05,5.396630000000000000e+05
5.278720000000000000e+05,5.388790000000000000e+05,5.497670000000000000e+05,5.698230000000000000e+05,5.532550000000000000e+05,5.285770000000000000e+05,5.402070000000000000e+05
5.292150000000000000e+05,5.393190000000000000e+05,5.508710000000000000e+05,5.711190000000000000e+05,5.543830000000000000e+05,5.308870000000000000e+05,5.402630000000000000e+05
5.269910000000000000e+05,5.397030000000000000e+05,5.529590000000000000e+05,5.719030000000000000e+05,5.537350000000000000e+05,5.277510000000000000e+05,5.397590000000000000e+05
5.269990000000000000e+05,5.379430000000000000e+05,5.511270000000000000e+05,5.724070000000000000e+05,5.534870000000000000e+05,5.274630000000000000e+05,5.396790000000000000e+05
5.281590000000000000e+05,5.378230000000000000e+05,5.492630000000000000e+05,5.710230000000000000e+05,5.532310000000000000e+05,5.292390000000000000e+05,5.393190000000000000e+05
5.276390000000000000e+05,5.397750000000000000e+05,5.528470000000000000e+05,5.729270000000000000e+05,5.544870000000000000e+05,5.286790000000000000e+05,5.415910000000000000e+05
5.298150000000000000e+05,5.410950000000000000e+05,5.528630000000000000e+05,5.717350000000000000e+05,5.550390000000000000e+05,5.301840000000000000e+05,5.413280000000000000e+05
5.288070000000000000e+05,5.402640000000000000e+05,5.527830000000000000e+05,5.726230000000000000e+05,5.555590000000000000e+05,5.299270000000000000e+05,5.412470000000000000e+05
5.277200000000000000e+05,5.396310000000000000e+05,5.523830000000000000e+05,5.724950000000000000e+05,5.531190000000000000e+05,5.280790000000000000e+05,5.395990000000000000e+05
5.283350000000000000e+05,5.386230000000000000e+05,5.498230000000000000e+05,5.711190000000000000e+05,5.534550000000000000e+05,5.284950000000000000e+05,5.391430000000000000e+05
5.290470000000000000e+05,5.400790000000000000e+05,5.516310000000000000e+05,5.712790000000000000e+05,5.531270000000000000e+05,5.281430000000000000e+05,5.392950000000000000e+05
5.286950000000000000e+05,5.396790000000000000e+05,5.514710000000000000e+05,5.715670000000000000e+05,5.539590000000000000e+05,5.296710000000000000e+05,5.403270000000000000e+05
5.298070000000000000e+05,5.415750000000000000e+05,5.521590000000000000e+05,5.719670000000000000e+05,5.560550000000000000e+05,5.317030000000000000e+05,5.416310000000000000e+05
5.295590000000000000e+05,5.406880000000000000e+05,5.520070000000000000e+05,5.713510000000000000e+05,5.531030000000000000e+05,5.290630000000000000e+05,5.402790000000000000e+05
5.276630000000000000e+05,5.395430000000000000e+05,5.530070000000000000e+05,5.728630000000000000e+05,5.550630000000000000e+05,5.311270000000000000e+05,5.411190000000000000e+05
5.294790000000000000e+05,5.399030000000000000e+05,5.510070000000000000e+05,5.714230000000000000e+05,5.536550000000000000e+05,5.301910000000000000e+05,5.407270000000000000e+05
